Symbol,cash_ratio,return_to_equity,price_to_book,pe,short_interest_ratio,debt_to_equity,eps,last_price,previous_year_price
BGCA,0.3649,null,null,null,null,null,null,null,
BHP,0.4008,8.274514636,null,null,5.611,null,null,49.84,41.91
BBL,0.3732,8.274514636,null,null,0.993,null,null,44.54,36.81
BIG,0.1008,25.25046221,2.581645334,11.9796,9.007,25.2499,0.74,42.42,55.53
BH,0.0933,12.01446356,0.712373869,308.2135,4.184,47.4005,-1.4916,191.54,389.86
BH.A,0.0793,null,null,null,null,null,null,null,
BHVN,0.0868,null,10.93992061,null,7.703,0,null,39.85,21.77
BIO,0.1019,21.30787095,1.918206402,80.1168,4.051,9.6934,22.05,291.43,253.35
BIO.B,null,null,null,null,null,null,null,null,
BITA,0.3704,-9.867592002,0.283887512,null,9.63,0,-2.34,23.63,29.17
BKH,0.0392,13.37012601,1.79546326,19.9543,17.393,180.2718,2.49,60.88,59.73
BKHU,null,null,null,null,null,null,null,null,
BKI,0.05,13.60823479,4.833671338,63.3586,2.136,92.3767,0.29,54.025,45.1
BSM,0.114,17.37015316,4.796827575,22.5671,0.902,55.5418,0.1842,18.845,18
BB,2.219,-12.7493156,2.260729136,null,18.562,31.2176,-0.11,10.045,10.66
BGIO,4.7754,null,null,null,0.261,null,null,8.9679,9.56
BJZ,4.6482,null,null,null,1.279,null,null,14.81,15
BFZ,3.8521,null,null,null,0.059,null,null,13.01,14.025
CII,4.8685,null,null,null,0.147,null,null,16.39,16.17
BHK,null,null,null,null,0.171,null,null,12.677,13.88
HYT,null,null,null,null,0.585,null,null,10.52,11.06
BTZ,null,null,null,null,0.057,null,null,12.09,13.27
DSU,null,null,null,null,0.236,null,null,11.21,11.57
BGR,null,null,null,null,0.397,null,null,15.17,13.64
BDJ,null,null,null,null,0.449,null,null,9.13,9.19
EGF,null,null,null,null,1.282,null,null,13,13.29
FRA,null,null,null,null,0.314,null,null,14.012,13.95
BFO,null,null,null,null,1.043,null,null,14.23,14.73
BGT,null,null,null,null,0.128,null,null,13.115,13.88
BOE,null,null,null,null,0.428,null,null,11.09,13.76
BME,null,null,null,null,0.681,null,null,38.5,35.82
BAF,null,null,null,null,0.134,null,null,13.79,15.11
BKT,null,null,null,null,0.16,null,null,5.77,6.15
BGY,null,null,null,null,0.078,null,null,5.7458,6.52
BKN,null,null,null,null,0.29,null,null,13.93,14.66
BTA,null,null,null,null,0.042,null,null,11.29,12.07
BZM,null,null,null,null,1.829,null,null,13.4361,13.4703
MHE,null,null,null,null,0.041,null,null,13.0096,14
BIT,null,null,null,null,0.29,null,null,17.17,18
MUI,null,null,null,null,0.067,null,null,13.26,13.9
MNE,null,null,null,null,0.032,null,null,12.66,13.525
MUA,null,null,null,null,0.071,null,null,13.2756,15
BPK,null,null,null,null,0.262,null,null,15.0035,14.79
BKK,null,null,null,null,0.847,null,null,15.1,15.13
BBK,null,null,null,null,0.099,null,null,14.2203,15.14
BBF,null,null,null,null,0.26,null,null,13.1401,14.37
BYM,null,null,null,null,0.054,null,null,13.059,14.21
BFK,null,null,null,null,0.037,null,null,12.84,14.12
BLE,null,null,null,null,2.459,null,null,14.3,14.42
BTT,null,null,null,null,0.615,null,null,21.66,22.48
MEN,null,null,null,null,0.085,null,null,10.49,11.99
MUC,null,null,null,null,0.073,null,null,13.22,14.54
MUH,null,null,null,null,0.068,null,null,13.81,14.87
MHD,null,null,null,null,0.942,null,null,15.54,16.51
MFL,null,null,null,null,0.229,null,null,12.8599,14.69
MUJ,null,null,null,null,0.227,null,null,13.2,14.22
MHN,null,null,null,null,0.225,null,null,12.49,13.62
MUE,null,null,null,null,0.128,null,null,12.14,13.88
MUS,null,null,null,null,0.177,null,null,12.39,13.52
MVT,null,null,null,null,0.031,null,null,14.0102,15.45
MYC,null,null,null,null,0.14,null,null,13.32,15.1
MCA,null,null,null,null,0.032,null,null,13.36,14.7
MYD,null,null,null,null,0.164,null,null,13.29,14.38
MYF,null,null,null,null,0.383,null,null,13.64,15.28
MFT,null,null,null,null,0.297,null,null,13.01,14.04
MIY,null,null,null,null,0.81,null,null,13.1199,13.95
MYJ,null,null,null,null,0.291,null,null,13.76,16.189
MYN,null,null,null,null,0.069,null,null,11.98,12.92
MPA,null,null,null,null,0.03,null,null,13.495,14.15
MQT,null,null,null,null,0.162,null,null,12.04,13.01
MYI,null,null,null,null,0.06,null,null,12.56,14.08
MQY,null,null,null,null,0.155,null,null,13.95,15.56
BNY,null,null,null,null,0.205,null,null,12.92,14.65
BLH,null,null,null,null,0.962,null,null,14.75,14.7785
BQH,null,null,null,null,0.374,null,null,13.04,14.45
BSE,null,null,null,null,0.259,null,null,12.39,13.14
BFY,null,null,null,null,0.012,null,null,12.92,14.72
BCX,null,null,null,null,0.284,null,null,9.31,8.94
BST,null,null,null,null,1.095,null,null,33.995,27.02
BSD,null,null,null,null,0.023,null,null,12.62,13.7
BUI,null,null,null,null,0.761,null,null,19.96,21.36
BHV,null,null,null,null,0.044,null,null,16.3707,16.62
BLK,null,17.00199562,2.574067482,20.862,3.074,17.0774,6.75,514.37,517.73
BGB,null,null,null,null,0.314,null,null,15.885,15.96
BGX,null,null,null,null,1.56,null,null,16.66,15.93
BSL,null,null,null,null,1.047,null,null,18.15,17.45
APRN,2.3087,null,3.259069849,null,2.947,63.3727,-0.17,3.29,3.98
BCRH,null,-30.72882469,0.767483647,9.1286,24.075,0,0.06,11.35,12.1
BXG,1.4991,null,4.417082368,null,14.854,60.1279,0.28,23.77,16.21
BXC,0.0445,null,15.51380219,13.6047,2.017,1093.8903,-1.47,38.92,9.91
BWP,0.1416,5.671407011,0.528640691,14.721,4.261,77.0822,0.38,11.59,13.5
BA,0.131,1400.607441,157.2619007,17.8875,1.316,1018.9853,4.19,339.44,289.94
BCC,0.3113,16.96673048,2.366845183,22.7438,5.333,62.0309,0.96,45.05,39.15
BCEI,0.0559,null,0.944204078,19.1133,1.354,2.1331,0.68,35.92,29.21
BOOT,0.0458,14.64025449,2.780807697,12.4269,1.726,98.7997,0.25,22.43,14.9
BAH,0.0517,54.08719406,11.39033719,18.0733,1.481,327.8917,0.59,43.595,38.74
BWA,0.1139,8.164666112,1.142161198,13.2782,5.039,28.1821,1.07,45.59,53.38
SAM,0.0597,23.53402412,8.10352085,18.737,19.118,0,0.79,301.35,186.75
BXP,0.3029,9.434326226,3.382682816,44.7586,2.985,182.0613,1.14,124.69,126.18
BXP^B,0.2769,null,null,null,null,null,null,null,
BSX,0.0575,1.590570191,6.299552734,31.8218,2.641,82.0057,0.22,32.61,25.61
BOX,0.6666,-284.6372782,76.33089157,null,1.327,193.8475,-0.26,25.645,20.68
BYD,0.5563,18.55235826,3.561294957,21.9663,8.947,267.8334,0.36,35.915,31.47
BPMP,0.5822,null,4.297499214,null,3.561,6.0599,0.5828,21.85,17.84
BP,0.5282,4.456418992,null,null,0.755,62.0729,null,46.07,40.66
BPT,0.6372,null,null,6.248,2.617,null,1.2304,29.6,20
BRC,0.734,11.63228975,2.780396239,18.4316,1.236,0.4874,0.5,39.5,38.9
BHR,0.6718,5.602510133,0.983355012,223.4673,3.653,226.3396,0.07,11.26,
BHR^B,0.7217,null,null,null,null,null,null,null,
BDN,null,7.765227646,1.602381743,306.6937,3.822,104.8834,0.25,16.72,18.01
BWG,null,null,null,null,0.133,null,null,11.3502,12.86
LND,0.3231,15.53889342,null,null,1.777,24.6085,null,3.7,3.63
BAK,0.1549,50.0165638,null,null,2.171,398.1074,null,26.16,26.95
BRFS,0.1104,-8.563371401,null,null,5.971,187.4593,null,4.81,11.34
BPI,1.3552,2.217999835,1.436977765,40.0349,3.72,0,0.08,6.76,8.79
BGG,0.1389,3.59580446,1.357456097,18.2813,6.631,59.5928,0.74,17.95,24.72
BFAM,0.1383,20.89722176,8.042144949,37.7869,2.237,160.6043,0.64,102.37,91.27
BEDU,0.1141,null,8.021554145,59.9953,0.775,null,null,16.22,18.59
BSA,1.9976,null,null,null,null,null,null,null,
BSIG,null,26.44246621,13.33854565,12.6165,2.389,320.7824,0.52,14.615,16.19
EAT,0.0203,null,null,11.8391,8.189,null,null,50.76,38.37
BCO,0.0216,1.163892272,12.14101117,29.2353,2.206,367.0564,0.44,81,79.95
BMY,0.0326,6.755117792,6.944467932,17.2422,2.16,60.1892,0.91,54.47,63.28
BRS,0.0298,-15.87458576,0.422087155,null,3.311,126.4232,-2.84,14.9,14.41
BTI,0.2003,108.8133824,null,null,1.342,null,null,49.605,67.3
BRX,0.2397,10.01970586,1.894797885,20.6894,1.545,196.469,0.2,17.95,18.08
BR,0.3163,38.80043724,11.53211064,27.0938,3.919,103.5548,0.93,115.77,89.38
BKD,1.0477,-59.46016831,1.659773774,null,11.231,475.4802,-2.45,9.395,9.95
BAM,0.6254,9.406604637,1.577371987,24.0908,10.053,344.4962,0.85,40.25,43.82
BBU,0.4589,-3.825554705,null,null,0.536,114.0442,null,39.22,32.72
DTLA^,null,null,null,null,null,null,null,null,
INF,null,null,null,null,0.287,null,null,12.17,13.13
BIP,0.4947,2.301178203,2.594845289,73.4201,4.24,164.3726,0.42,38.5336,44.05
RA,null,null,null,null,0.492,null,null,22.82,23.27
BEP,0.199,-0.981728934,null,null,3.372,293.335,null,30.0848,33.36
BRO,0.3543,15.97203758,2.778085012,22.1323,5.435,35.0664,0.33,28.01,51.66
BF.A,null,null,null,null,null,null,null,null,
BF.B,null,null,null,null,null,null,null,null,
BRT,null,18.59390247,0.904355357,null,3,399.8447,1.77,13.13,11.18
BC,0.2646,10.45220688,3.707009202,16.4372,5.468,29.3085,0.83,64.08,54.97
BT,0.1875,21.80374484,null,null,1.878,138.5384,null,14.41,18.09
BPL,0.3544,10.18481803,1.096571148,17.2099,2.282,97.7837,0.75,35.79,48.47
BKE,0.2771,21.96647336,3.415468123,9.4681,19.691,0,0.38,28.05,22.1
BVN,0.488,2.1457621,null,null,1.661,null,null,13.87,13
BBW,0.3486,7.54068024,1.044698289,20.4591,10.591,0,0.02,7.95,8.5
BG,0.1075,0.884618318,1.584534919,25.696,2.054,110.9176,-0.21,70.78,68.68
BURL,0.0312,null,90.38604435,28.392,2.159,1020.5642,1.23,154.32,109.62
BWXT,0.0354,57.55080783,17.80255098,27.4584,3.89,144.596,0.67,62.99,60.82
BY,0.0426,2.601072557,1.514721265,52.0058,4.406,96.2689,0.22,23.06,21.15
CJ,0.119,6.731502372,1.200435263,210.8732,3.218,0,0.31,24.57,33.13
GYB,0.076,null,null,null,null,null,null,null,
PFH,null,null,null,null,null,null,null,null,
CABO,1.4042,41.3118375,5.954151028,36.6346,6.943,167.6231,7.13,735.08,695.17
CBT,0.2398,-14.4387148,3.118391225,15.2376,1.13,79.0296,-2.8,62.55,57.94
COG,0.2149,4.376639592,4.336812852,92.3403,4.245,63.2546,0.26,23.73,27.6
CACI,0.1244,15.46621331,2.022931354,18.9631,3.128,52.6692,2.62,170.25,132.3
WHD,0.11,null,null,27.6953,0.408,10.0693,null,34.725,
CADE,0.0982,9.34285908,1.805472714,0.5941,1.541,34.731,0.46,29.57,24.81
CAE,0.0892,16.06853438,null,null,1.074,54.8647,null,20.35,17.43
CAI,0.3644,15.42883254,0.710042321,25.3552,7.297,278.7751,0.84,22.01,29.32
CAI^A,0.4773,null,null,null,null,null,null,null,
CAL,0.4153,13.05941375,2.159649745,13.4715,5.256,27.7235,0.4,35.96,31.76
CRC,0.463,null,null,null,3.175,null,-0.05,45.39,16.64
CWT,0.0747,9.530527283,2.815384859,30.6162,4.14,116.9354,-0.05,39.5,42.5
CALX,0.383,-38.37836825,2.931675216,null,6.169,21.733,-0.23,7.875,6.45
ELY,0.0964,11.98381911,2.641525582,32.8323,9.204,27.6555,0.66,19.355,14.08
CPE,0.0774,6.86890313,1.153001267,31.8428,5.285,36.4691,0.27,11.28,10.9
CPE^A,null,null,null,null,null,null,null,null,
CBM,2.0443,20.84393678,2.63848532,20.0174,13.709,0,0.73,50.4,49.7
CPT,null,6.13090139,2.743453755,54.7395,2.781,63.7348,0.41,92.06,93.5
CCJ,2.7018,-2.604637278,null,null,6.209,30.3829,null,11.25,10.46
CPB,0.0631,33.62218371,9.062158218,17.5487,4.151,701.0684,-1.31,40.955,49.76
CWH,0.0651,153.8626422,38.57347343,13.2297,2.825,3661.799,0.09,23.95,45.6
GOOS,0.0585,49.28703005,null,null,3.625,56.2678,null,58.2944,28.27
CM,0.2515,17.25522533,null,null,29.246,182.3093,null,86.48,93.43
CNI,0.1883,33.9434382,null,null,7.673,71.8109,null,81.27,80.09
CNQ,0.4868,9.365957228,null,null,0.836,68.6255,null,34.56,34.42
CP,0.7133,40.48117155,null,null,1.215,129.8881,null,183.63,178.28
CNNE,1.0619,10.07034057,1.275276127,null,1.084,1.1802,-0.02,18.82,16.86
CAJ,0.5748,8.935456967,null,null,0.945,19.4219,null,32.875,38.65
CGC,5.7628,-4.114315804,null,null,5.617,null,null,29.845,15.55
CMD,7.3024,16.4950058,6.824086676,43.8073,2.794,28.1055,0.45,96.925,96.79
COF,5.2067,5.03146075,1.016279943,12.0789,1.713,113.0455,2.64,94.06,96.21
COF.WS,8.1304,null,null,null,null,null,null,null,
COF^C,null,null,null,null,null,null,null,null,
COF^D,null,null,null,null,null,null,null,null,
COF^F,null,null,null,null,null,null,null,null,
COF^G,null,null,null,null,null,null,null,null,
COF^H,null,null,null,null,null,null,null,null,
COF^P,null,null,null,null,null,null,null,null,
CSU,0.1323,-34.2346213,4.589702693,null,16.846,1334.306,-0.24,11.42,14.96
BXMT,null,8.387514202,1.192974131,13.5622,12.602,279.8548,0.56,31.8,32.46
CIC,5.9451,null,0.254531,null,0.168,0.0322,0.03,9.85,9.69
CIC.U,null,null,null,null,null,null,null,null,
CIC.WS,null,null,null,null,null,null,null,null,
CMO,null,5.799789294,0.909093287,16.2733,3.387,1289.4038,0.16,9.085,9.07
CMO^E,null,null,null,null,null,null,null,null,
CRR,1.5221,-35.7642012,0.302351193,null,19.104,11.4471,-0.83,9.43,10.11
CAH,0.3242,23.93005711,2.210051801,17.3357,2.578,127.0797,0.81,53.3,60.26
CRCM,0.0527,12.87845312,8.060488261,139.3593,2.778,0,0.06,21.29,17.92
CSL,0.054,23.29833938,2.429215377,16.4878,6.891,58.3064,4.98,108.67,111.9
KMX,0.1015,21.14680956,3.998410667,18.0171,11.528,395.5069,1.34,75.51,66.86
CCL,0.0449,11.24527018,1.712767638,18.8041,4.071,39.2052,0.79,59.66,66.55
CUK,0.0512,11.24527018,null,null,2.763,39.2052,null,59.48,66.26
CRS,0.1674,13.4007186,1.754816522,32.9702,6.27,43.8553,0.63,52.89,50.89
CSV,0.0653,19.94708072,1.900496165,20.3919,7.964,166.3966,0.58,24.785,26.33
CARS,0.0534,9.735625796,1.219897184,20.5296,10.132,41.8888,0.01,28.93,27.06
CRI,0.1167,36.41298702,6.079800347,17.1611,3.467,72.2427,0.9,111.93,112.35
CVNA,0.2894,null,238.8408001,null,12.617,334.615,-0.53,43.3029,21.3
CSLT,1.3413,-37.35511243,2.614858445,null,9.288,2.2983,-0.11,4.225,3.75
CTLT,0.6147,7.328619017,5.019448397,33.6161,5.371,259.9307,0.14,41.82,39.54
CTT           ,1.3157,-3.565474391,1.318796278,null,1.714,56.6322,-0.08,12.87,13.02
CAT,0.6808,15.46850038,5.349137089,24.0596,2.441,232.2439,2.78,138.63,143.42
CATO,0.7022,2.61647299,1.896229381,17.2034,2.504,0,0.94,25.75,14.92
CBZ,0.001,11.3736362,2.184814842,18.4421,1.954,38.0621,0.66,22.85,14.9
CBL,1.4408,7.669500326,1.925290807,20.5918,9.474,786.5846,-0.06,6.125,5.54
CBL^D,1.4156,null,null,null,null,null,null,null,
CBL^E,1.6697,null,null,null,null,null,null,null,
CBO,null,null,null,null,null,null,null,4.8,14.75
IGR,null,null,null,null,0.463,null,null,7.54,7.74
CBRE,0.132,18.81664178,3.707958241,22.0979,3.455,77.3186,0.44,48.01,43.33
CBS,0.0361,46.01479047,10.74600611,15.6769,2.161,489.4604,1.34,56.04,57.97
CBS.A,null,null,null,null,null,null,null,null,
CBX,null,null,null,null,null,null,null,null,1.01
FUN,0.1694,null,null,26.5009,2.683,null,null,63,67.17
CDR,null,-8.417727236,1.103435313,59.8219,0.768,158.1004,-0.26,4.79,6.11
CDR^B,null,null,null,null,null,null,null,null,
CDR^C,null,null,null,null,null,null,null,null,
CE,0.3258,34.89085948,4.627363382,13.9385,1.763,115.8315,2.67,113.015,106.97
CLS,0.3339,7.324864988,1.064759523,12.306,3.06,13.801,0.1,11.825,10.35
CEL,0.5468,6.81653372,null,null,34.128,249.2199,null,5.81,9.78
CPAC,0.6008,6.433630753,null,null,0.003,null,null,11.87,12.53
CX,null,5.405204433,null,null,2.11,null,null,6.685,7.5
CVE,0.1151,15.93671619,null,null,7.594,50.467,null,10.24,9.39
CNC,0.567,15.16245487,2.928203926,18.0925,3.332,68.9857,1.95,123.39,100.86
CEN,null,null,null,null,0.818,null,null,8.9,9.79
CNP,0.4446,42.05384799,2.384774265,20.7423,4.117,180.9553,0.38,27.37,28.38
EBR,0.2482,-7.113527274,null,null,2.054,107.0378,null,3.29,5.73
EBR.B,null,null,null,null,null,null,null,null,
CEPU,null,104.4094877,null,null,0.579,null,null,11.12,
CCS,0.1771,9.782252411,1.20349224,10.2377,3.567,102.5513,0.68,30.85,29.5
CTL,0.1051,7.298157773,0.86109278,19.5686,8.519,159.4378,0.11,18.87,15.7
CDAY,0.014,-1.077220303,2.528407688,null,1.609,127.9548,null,34.855,
CF,1.4952,12.92012222,2.859523362,null,7.249,130.5787,0.27,44.78,40.6
CGG,0.7651,16.04772209,null,null,0.054,48.9114,null,2.5,4.4801
GIB,0.0743,15.74835564,null,null,14.706,25.9707,null,62.01,52.79
ECOM          ,0.086,-13.88873997,4.405750636,null,1.197,0.346,-0.12,14.3,8.75
CHRA,null,null,null,null,null,null,null,10.87,
CRL,0.4613,12.8166201,4.793752891,23.4954,4.352,99.3764,1.1,112.48,104.57
CLDT,null,3.764882126,1.184022828,24.1481,3.152,67.2516,0.06,20.77,22.66
CMCM,2.0496,35.97913638,2.215363384,39.764,4.472,0,0.4987,10.33,11.2
CHGG,3.8571,-5.649636261,8.078049396,null,17.573,0,-0.02,27.36,15.31
CHE,0.0772,22.49477225,9.862733317,26.2532,6.762,28.1088,2.79,323.17,235.21
CC,0.8841,132.2962963,8.312650882,16.8327,2.711,416.7503,1.63,45.335,48.07
CHMI,null,22.25123676,0.914238436,2.2609,0.394,614.6092,2.64,18.37,18.46
CHMI^A,null,null,null,null,null,null,null,null,
CHK,0.0017,null,null,19.6,2.527,null,0.3,5.31,3.81
CHK^D,null,null,null,null,null,null,null,null,
CHKR,null,48.22318167,2.766324237,8.9319,0.563,0,0.0787,1.565,2.1
CHSP,null,6.505084186,1.870743961,25.2268,5.266,80.3475,0.11,32.1876,27.91
CPK,0.016,13.62944714,2.569995052,29.4297,1.837,91.1468,1.64,79.15,80.2
CVX,0.2123,6.836887266,1.553360919,38.803,3.065,26.4339,1.92,127.01,119.68
CHS,0.5708,14.77542447,1.659914012,11.5814,2.83,9.815,0.23,8.63,8.95
CIM,0.7051,18.0451465,1.103157333,6.7761,2.581,522.3489,1.22,18.87,18.78
CIM^A,0.693,null,null,null,null,null,null,null,
CIM^B,0.8246,null,null,null,null,null,null,null,
DL,0.851,14.6008908,5.699031551,13.8509,4.387,153.4066,-0.1,7.25,9.59
CEA,0.0417,12.65504726,null,null,0.731,122.2776,null,34.8,29.61
CHN,null,null,null,null,0.488,null,null,20.63,21.33
CGA,2.475,5.997252266,0.100124923,1.9507,12.708,2.1242,0.2,1.16,1.23
LFC,2.6855,10.3283303,null,null,1.9,33.4775,null,12.99,15.7
CHL,2.796,11.63348106,null,null,1.748,null,null,44.28,48.94
BORN,3.183,9.030121759,0.105449848,2.7471,23.374,null,null,1.22,1.22
COE,0.372,null,null,null,2.655,null,-5.55,11.07,11.07
SNP,0.4017,7.242351555,null,null,1.083,25.1355,null,90.2,70.83
XRF,0.8989,null,1.163140398,null,12.005,0,-0.46,2.43,6.12
ZNH,0.0895,12.8024226,null,null,1.184,107.681,null,40.26,46.23
CHA,null,5.806526065,null,null,1.345,null,null,45.875,48.04
CHU,null,0.687920189,null,null,3.861,null,null,12.649,13.45
CYD,null,4.921167006,0.80544165,7.4327,0.428,null,0.95,22.65,24.8
CMG,1.4445,13.67928834,9.228890173,80.1027,5.123,0,2.13,460.28,318.38
CHH,0.1368,null,null,24.5664,4.836,null,0.44,77,77
CBK,0.5791,-41.02924342,0.707993974,null,9.483,0,-0.14,0.925,1.22
CB,0.469,7.660853041,1.12827826,12.2567,2.95,28.7851,2.32,124.905,150.5
CHT,0.3343,9.993028041,null,null,7.261,0.4582,null,35.88,34.98
CHD,0.4409,37.73964207,5.833614461,28.2919,6.384,109.868,0.64,52.16,48.39
CIEN,0.3982,58.71537181,2.120845901,29.18,4.06,58.2486,0.1,26.02,21.58
CI,0.1407,17.97262588,2.999146707,17.5841,3.739,37.3441,3.78,173.99,208.48
XEC,0.7046,21.9159455,3.297653518,28.1703,2.36,54.0534,1.96,100.15,113.57
CBB,0.0869,null,null,36.6859,5.131,null,-0.26,14.85,20.4
CBB^B,null,null,null,null,null,null,null,null,
CNK,1.2238,17.72127599,2.843596747,15.6666,8.222,140.7772,0.53,35.13,36.48
CINR,0.3299,15.99462366,3.564080762,32.2147,1.552,90.3425,0.51,26.5407,25.36
CIR,0.3889,-2.069007268,1.239585982,36.5039,15.915,137.7809,-0.88,38.43,46.65
CISN,0.3623,-30.57807066,5.348438568,null,9.657,418.3025,0,14.74,11.8
CIT,null,4.42623917,0.94343582,18.4996,2.814,153.4491,0.74,50.12,51.51
BLW,null,null,null,null,0.237,null,null,14.8763,15.79
C,null,-3.822407427,0.911791758,12.9321,1.115,333.6197,1.68,67.13,76.15
C.WS.A,null,null,null,null,null,null,null,null,
C^C,null,null,null,null,null,null,null,null,
C^J,null,null,null,null,null,null,null,null,
C^K,null,null,null,null,null,null,null,null,
C^L,null,null,null,null,null,null,null,null,
C^N,null,null,null,null,null,null,null,null,
C^S,null,null,null,null,null,null,null,null,
CFG,null,8.658579912,0.99090415,15.6322,1.834,77.2124,0.78,40.23,41.92
CIA,null,-17.31020477,1.834017477,75.9392,87.114,0,0.0007,7.97,7.68
CIO,null,20.71494083,1.800792333,null,0.65,164.3594,1.25,12.93,12.86
CIO^A,null,null,null,null,null,null,null,null,
CVEO,0.6937,-29.26350157,1.349637371,null,1.857,75.9026,-0.42,4.45,2.2
CIVI,0,4.104282885,3.849451283,35.115,1.005,422.0073,null,16.65,19.8
CLH,0,9.913378684,2.706848132,127.4358,6.026,143.9585,-0.22,54.85,53
CCO,0.2088,null,null,null,14.095,null,-0.35,4.6,4.1
CBA           ,null,null,null,null,0.416,null,null,7.61,8.33
CEM,null,null,null,null,0.831,null,null,14.13,14.31
EMO,null,null,null,null,0.473,null,null,11.01,11.33
CTR,null,null,null,null,0.302,null,null,11.16,11.56
CLW,0.0284,17.53258763,0.649124567,22.623,4.21,127.293,0.16,23.25,44.25
CLF,1.8513,null,null,9.0214,4.092,null,-0.29,8.505,6.67
CLPR,null,null,null,136.8226,12.785,null,-0.21,8.58,9.93
CLX,0.2311,130.0564061,20.29595262,25.1603,6.417,341.0992,1.39,131.925,145.15
CLD,0.3401,0.574563099,0.278029696,81.7849,6.884,41.0718,-0.1,3.77,4.33
CLDR,0.3543,null,6.821021519,null,4.538,0,-0.35,13.51,16.4
CMS,0.5832,11.19785858,2.838522647,22.7612,2.049,225.5875,0.86,46.85,49.17
CMS^B,1.5231,null,null,null,null,null,null,null,
CMSA,1.1791,null,null,null,null,null,null,null,
CNA,1.4642,8.045678692,1.082091681,13.1235,4.549,23.7112,1.07,45.5,53.25
CNHI,0.5653,10.32243099,3.487778245,28.4158,6.749,604.0186,0.14,10.725,12.92
CNO,null,4.284475282,0.69048307,12.7545,2.068,86.0283,0.5,19.11,25.23
CEO,null,6.473963266,null,null,1.458,null,null,169.87,139.41
CNXM,0.0744,34.86773808,5.371647629,11.1116,0.903,167.2166,0.4,18.89,16.7811
CEIX,0.4939,null,4.33068648,null,4.384,330.8786,2.23,39.94,29.82
CNX,0.1885,23.36630142,0.860620281,null,6.597,51.4858,2.38,17.675,14.59
